Impressions,Clicks,Sales,Spend,Marketplace,Ad_group,Orders,Units
9678,33,576.19,115.238,Amazon,PPC_Marketing,5,5
11140,26,333.74,66.748,Amazon,PPC_Marketing,1,1
22385,55,645.55,129.11,Amazon,PPC_Marketing,7,7
11871,25,1180.55,236.11,Amazon,PPC_Marketing,5,6
5484,23,337.48,67.496,Amazon,PPC_Marketing,2,2
21120,154,1025.04,205.008,Amazon,PPC_Marketing,8,11
9375,23,156.24,31.248,Amazon,Outdoor_Marketing,1,1
27106,81,2586.04,517.208,Amazon,Outdoor_Marketing,13,18
4669,12,71.24,14.248,Amazon,Outdoor_Marketing,1,1
31602,66,581.21,116.242,Amazon,Outdoor_Marketing,3,3
38003,89,1097.38,219.476,Amazon,Digital_ad,9,10
4461,8,128.74,25.748,Amazon,Digital_ad,1,1
8243,40,748.4,149.68,Amazon,PPC_Marketing,8,8
8261,29,62.48,12.496,Amazon,PPC_Marketing,1,2
16674,30,714.96,142.992,Amazon,PPC_Marketing,3,3
5471,15,148.73,29.746,Amazon,PPC_Marketing,2,2
32791,95,1538.61,307.722,Amazon,Outdoor_Marketing,9,11
20377,85,283.73,56.746,Amazon,Outdoor_Marketing,2,2
66372,91,1252.43,250.486,Amazon,Outdoor_Marketing,6,6
36104,53,1600.15,320.03,Amazon,Outdoor_Marketing,6,8
48500,92,317.48,63.496,Amazon,Outdoor_Marketing,2,2
5764,14,410.1,82.02,Amazon,Digital_ad,3,3
11196,68,859.39,171.878,Amazon,PPC_Marketing,8,9
14585,59,483.69,96.738,Amazon,PPC_Marketing,5,5
15431,48,1150.51,230.102,Amazon,PPC_Marketing,8,10
36475,108,925.51,185.102,Amazon,PPC_Marketing,10,10
25278,92,2119.3,423.86,Amazon,Outdoor_Marketing,13,16
5276,13,554.96,110.992,Amazon,Outdoor_Marketing,3,3
12345,58,419.95,83.99,Amazon,Digital_ad,4,4
6759,16,161.23,32.246,Amazon,Digital_ad,2,2
2259,8,194.99,38.998,Amazon,Social_Media,2,2
10327,61,1995.65,399.13,Amazon,PPC_Marketing,13,14
10840,30,428.68,85.736,Amazon,PPC_Marketing,6,6
23085,25,393.73,78.746,Amazon,PPC_Marketing,3,4
25809,102,966.81,193.362,Amazon,PPC_Marketing,16,17
22697,36,323.74,64.748,Amazon,PPC_Marketing,1,1
16665,53,842.41,168.482,Amazon,PPC_Marketing,6,7
144267,507,2652.79,530.558,Amazon,Outdoor_Marketing,15,17
5075,14,137.49,27.498,Amazon,Outdoor_Marketing,1,1
6737,21,491.16,98.232,Amazon,Outdoor_Marketing,2,3
31514,62,454.96,90.992,Amazon,Outdoor_Marketing,3,3
4340,16,185.49,37.098,Amazon,Outdoor_Marketing,1,1
19903,72,844.9,168.98,Amazon,Digital_ad,8,8
10037,9,247.46,49.492,Amazon,Digital_ad,3,3
20805,19,66.24,13.248,Amazon,Digital_ad,1,1
10704,69,526.19,105.238,Amazon,PPC_Marketing,5,5
10518,31,611.19,122.238,Amazon,PPC_Marketing,5,5
25527,53,327.31,65.462,Amazon,PPC_Marketing,2,2
27266,206,1490.8,298.16,Amazon,PPC_Marketing,24,34
4445,12,274.98,54.996,Amazon,Outdoor_Marketing,1,2
23639,56,1079.91,215.982,Amazon,Outdoor_Marketing,6,7
2300,8,717.4,143.48,Amazon,Outdoor_Marketing,4,8
29630,86,487.48,97.496,Amazon,Outdoor_Marketing,2,2
4704,20,762.46,152.492,Amazon,Outdoor_Marketing,3,3
9413,45,217.41,43.482,Amazon,Digital_ad,2,2
12081,30,211.21,42.242,Amazon,Digital_ad,3,3
14472,22,66.24,13.248,Amazon,Digital_ad,1,1
16127,95,807.4,161.48,Amazon,PPC_Marketing,8,8
11833,33,1249.8,249.96,Amazon,PPC_Marketing,6,8
17873,43,1503.65,300.73,Amazon,PPC_Marketing,7,8
1639,5,117.49,23.498,Amazon,Outdoor_Marketing,1,1
27694,122,469.95,93.99,Amazon,Outdoor_Marketing,3,4
49168,141,2803.24,560.648,Amazon,Outdoor_Marketing,13,19
16268,58,137.78,27.556,Amazon,Outdoor_Marketing,1,2
1684,6,187.48,37.496,Amazon,Outdoor_Marketing,1,2
85376,148,2524.51,504.902,Amazon,Outdoor_Marketing,13,14
30189,111,1595.33,319.066,Amazon,Digital_ad,9,9
24688,58,658.54,131.708,Amazon,Digital_ad,7,9
10638,41,297.46,59.492,Amazon,PPC_Marketing,3,3
39131,61,1893.11,378.622,Amazon,PPC_Marketing,7,7
10265,17,493.73,98.746,Amazon,PPC_Marketing,2,2
16408,37,569.96,113.992,Amazon,PPC_Marketing,3,3
41701,227,1699.49,339.898,Amazon,PPC_Marketing,22,31
311148,418,1171.13,234.226,Amazon,Outdoor_Marketing,7,10
50666,138,318.73,63.746,Amazon,Outdoor_Marketing,2,2
49099,86,607.45,121.49,Amazon,Outdoor_Marketing,4,4
79935,151,333.74,66.748,Amazon,Outdoor_Marketing,1,1
18754,85,749.85,149.97,Amazon,Digital_ad,7,7
27026,25,158.71,31.742,Amazon,Digital_ad,3,3
32744,97,1722.41,344.482,Amazon,PPC_Marketing,7,7
34272,53,1623.46,324.692,Amazon,PPC_Marketing,8,8
18107,31,242.48,48.496,Amazon,PPC_Marketing,2,2
17763,50,898.78,179.756,Amazon,PPC_Marketing,5,6
13661,45,1221.29,244.258,Amazon,PPC_Marketing,6,7
6276,22,399.96,79.992,Amazon,Outdoor_Marketing,2,3
16703,91,2529.79,505.958,Amazon,Outdoor_Marketing,12,17
50197,166,2195.49,439.098,Amazon,Outdoor_Marketing,17,17
95135,417,3235.63,647.126,Amazon,Outdoor_Marketing,18,22
3574,20,216.23,43.246,Amazon,Outdoor_Marketing,2,2
71560,125,557.43,111.486,Amazon,Outdoor_Marketing,4,4
43371,110,67.49,13.498,Amazon,Outdoor_Marketing,1,1
32599,153,3045.93,609.186,Amazon,Digital_ad,24,26
12999,28,401.01,80.202,Amazon,Digital_ad,4,4
26488,31,212.46,42.492,Amazon,Digital_ad,3,3
32583,93,940.94,188.188,Amazon,PPC_Marketing,12,12
15082,26,247.49,49.498,Amazon,PPC_Marketing,1,1
42093,98,817.43,163.486,Amazon,PPC_Marketing,6,6
19219,43,314.99,62.998,Amazon,PPC_Marketing,1,1
14288,39,937.8,187.56,Amazon,PPC_Marketing,6,6
15442,44,598.69,119.738,Amazon,Outdoor_Marketing,4,5
10922,45,637.45,127.49,Amazon,Outdoor_Marketing,3,4
37648,136,1471.28,294.256,Amazon,Outdoor_Marketing,8,9
80463,335,775.91,155.182,Amazon,Outdoor_Marketing,7,7
5204,26,331.21,66.242,Amazon,Outdoor_Marketing,2,3
72176,166,579.93,115.986,Amazon,Outdoor_Marketing,5,6
19060,89,717.4,143.48,Amazon,Digital_ad,8,8
11764,31,338.73,67.746,Amazon,Digital_ad,2,2
30788,62,353.55,70.71,Amazon,Digital_ad,2,3
12582,29,284.96,56.992,Amazon,PPC_Marketing,3,3
4969,13,258.49,51.698,Amazon,PPC_Marketing,1,1
29419,74,660.55,132.11,Amazon,PPC_Marketing,7,7
13240,17,117.49,23.498,Amazon,PPC_Marketing,1,1
18090,68,679.95,135.99,Amazon,PPC_Marketing,4,4
8839,24,1062.4,212.48,Amazon,Outdoor_Marketing,4,8
15893,55,306.23,61.246,Amazon,Outdoor_Marketing,2,2
5011,22,322.45,64.49,Amazon,Outdoor_Marketing,3,4
7771,20,338.24,67.648,Amazon,Digital_ad,3,3
33081,42,174.6,34.92,Amazon,Digital_ad,4,4
2923,11,162.36,32.472,Amazon,Social_Media,1,1
56789,274,4040.61,808.122,Amazon,PPC_Marketing,42,46
17094,32,352.48,70.496,Amazon,PPC_Marketing,2,2
6759,16,352.84,70.568,Amazon,PPC_Marketing,3,3
68620,149,1118.76,223.752,Amazon,PPC_Marketing,9,9
14443,51,718.69,143.738,Amazon,PPC_Marketing,5,5
22755,113,196.38,39.276,Amazon,Outdoor_Marketing,1,1
40934,112,434.95,86.99,Amazon,Outdoor_Marketing,2,2
9507,52,666.05,133.21,Amazon,Outdoor_Marketing,4,7
22871,152,1356.06,271.212,Amazon,Digital_ad,13,15
19434,56,1154.84,230.968,Amazon,Digital_ad,6,13
36945,40,132.48,26.496,Amazon,Digital_ad,2,2
50922,94,551.7,110.34,Amazon,PPC_Marketing,3,4
7193,16,332.03,66.406,Amazon,PPC_Marketing,2,2
96423,229,1994.49,398.898,Amazon,PPC_Marketing,16,18
14649,52,409.96,81.992,Amazon,PPC_Marketing,3,3
24644,107,278.23,55.646,Amazon,PPC_Marketing,7,8
10906,21,87.49,17.498,Amazon,Outdoor_Marketing,1,1
21247,83,1511.26,302.252,Amazon,Outdoor_Marketing,7,10
17998,33,172.46,34.492,Amazon,Outdoor_Marketing,1,1
57927,105,399.98,79.996,Amazon,Outdoor_Marketing,2,2
21646,66,794.81,158.962,Amazon,Outdoor_Marketing,5,11
8823,40,369.95,73.99,Amazon,Digital_ad,3,4
10508,26,101.24,20.248,Amazon,Digital_ad,1,1
27638,42,344.94,68.988,Amazon,Digital_ad,5,5
6959,10,33.61,6.722,Amazon,Social_Media,1,1
90449,274,1556.6,311.32,Amazon,PPC_Marketing,13,14
25525,59,721.19,144.238,Amazon,PPC_Marketing,5,5
33606,79,2485.59,497.118,Amazon,PPC_Marketing,10,11
62652,109,525.2,105.04,Amazon,PPC_Marketing,4,4
5921,15,419.36,83.872,Amazon,PPC_Marketing,2,2
31767,76,716.19,143.238,Amazon,PPC_Marketing,5,5
17643,73,275.66,55.132,Amazon,PPC_Marketing,3,3
14143,24,599.95,119.99,Amazon,Outdoor_Marketing,4,4
13917,63,433.71,86.742,Amazon,Outdoor_Marketing,3,3
10771,24,121.99,24.398,Amazon,Outdoor_Marketing,1,1
34301,54,752.46,150.492,Amazon,Outdoor_Marketing,3,3
22624,42,823.95,164.79,Amazon,Outdoor_Marketing,4,6
19714,47,323.56,64.712,Amazon,Digital_ad,5,5
51884,85,561.16,112.232,Amazon,Digital_ad,7,7
70589,189,2078.55,415.71,Amazon,PPC_Marketing,21,22
88758,173,1071.41,214.282,Amazon,PPC_Marketing,7,7
36788,74,788.71,157.742,Amazon,PPC_Marketing,3,3
114,1,266.86,53.372,Amazon,PPC_Marketing,1,1
7969,8,940.58,188.116,Amazon,PPC_Marketing,4,4
7944,16,437.48,87.496,Amazon,PPC_Marketing,1,2
11065,32,262.49,52.498,Amazon,Outdoor_Marketing,1,1
40851,106,352.31,70.462,Amazon,Outdoor_Marketing,3,3
23161,33,181.24,36.248,Amazon,Outdoor_Marketing,1,1
5759,19,237.49,47.498,Amazon,Outdoor_Marketing,1,1
14027,38,509.93,101.986,Amazon,Outdoor_Marketing,4,6
15668,46,471.18,94.236,Amazon,Digital_ad,5,6
2378,9,184.98,36.996,Amazon,Digital_ad,2,2
30430,43,241.23,48.246,Amazon,Digital_ad,2,2
49497,136,1623.85,324.77,Amazon,PPC_Marketing,17,17
60060,137,1656.05,331.21,Amazon,PPC_Marketing,15,16
31886,77,817.46,163.492,Amazon,PPC_Marketing,3,3
8070,16,908.06,181.612,Amazon,PPC_Marketing,4,5
6723,8,383.35,76.67,Amazon,PPC_Marketing,2,2
7762,27,61.19,12.238,Amazon,Outdoor_Marketing,1,1
7931,35,356.21,71.242,Amazon,Outdoor_Marketing,2,3
28653,70,681.1,136.22,Amazon,Outdoor_Marketing,3,3
22338,36,257.49,51.498,Amazon,Outdoor_Marketing,1,1
12052,54,531.16,106.232,Amazon,Digital_ad,6,7
62214,194,1875.14,375.028,Amazon,PPC_Marketing,14,14
36441,82,1273.08,254.616,Amazon,PPC_Marketing,14,15
3680,3,494.98,98.996,Amazon,PPC_Marketing,2,2
13757,23,179.99,35.998,Amazon,PPC_Marketing,1,1
7851,24,890.18,178.036,Amazon,Outdoor_Marketing,5,6
42813,136,1233.1,246.62,Amazon,Outdoor_Marketing,5,8
24257,39,494.98,98.996,Amazon,Outdoor_Marketing,2,2
10938,17,193.71,38.742,Amazon,Outdoor_Marketing,2,3
11991,27,606.18,121.236,Amazon,Digital_ad,5,6
25698,35,66.24,13.248,Amazon,Digital_ad,1,1
32769,117,1597.65,319.53,Amazon,PPC_Marketing,13,13
7304,21,67.48,13.496,Amazon,PPC_Marketing,1,2
11851,21,257.48,51.496,Amazon,PPC_Marketing,2,2
7415,9,132.48,26.496,Amazon,PPC_Marketing,2,2
61926,127,2040.23,408.046,Amazon,PPC_Marketing,13,14
15594,45,293.73,58.746,Amazon,Outdoor_Marketing,2,2
6306,15,253.41,50.682,Amazon,Outdoor_Marketing,3,3
217901,588,4950.73,990.146,Amazon,Outdoor_Marketing,24,31
24724,26,1289.31,257.862,Amazon,Outdoor_Marketing,5,5
75294,131,1660.51,332.102,Amazon,Outdoor_Marketing,8,12
5344,10,268.74,53.748,Amazon,Outdoor_Marketing,1,1
135129,246,1099.11,219.822,Amazon,Outdoor_Marketing,7,11
15336,49,638.74,127.748,Amazon,Digital_ad,6,6
22838,36,294.95,58.99,Amazon,Digital_ad,4,4
1826,3,876.43,175.286,Amazon,Social_Media,3,6
