Impressions,Clicks,Sales,Spend,Marketplace,Ad_group,Orders,Units
24438,36,218.71,43.742,Amazon,Outdoor_Marketing,3,3
28553,35,483.69,96.738,Amazon,Digital_ad,4,5
41167,86,274.98,183.32,Amazon,TV_ad,1,2
30597,51,1153.68,230.736,Amazon,PPC_Marketing,6,6
25937,91,1246.06,249.212,Amazon,PPC_Marketing,13,13
23444,73,549.9,109.98,Amazon,PPC_Marketing,8,8
4882,12,151.24,30.248,Amazon,PPC_Marketing,1,1
51588,227,1314.64,262.928,Amazon,PPC_Marketing,19,25
5876,14,370.98,74.196,Amazon,Outdoor_Marketing,1,2
19687,35,453.65,90.73,Amazon,Outdoor_Marketing,3,4
11456,48,1053.65,210.73,Amazon,Outdoor_Marketing,3,6
7999,11,257.49,51.498,Amazon,Outdoor_Marketing,1,1
75625,83,876.85,175.37,Amazon,Outdoor_Marketing,16,18
3821,4,93.74,18.748,Amazon,Outdoor_Marketing,1,1
35554,55,418.69,83.738,Amazon,Outdoor_Marketing,3,5
37088,42,518.69,103.738,Amazon,Digital_ad,5,5
28863,87,507.46,338.3066667,Amazon,TV_ad,3,3
26745,89,1402.13,280.426,Amazon,PPC_Marketing,13,14
1408,3,214.99,42.998,Amazon,PPC_Marketing,1,1
8510,12,221.24,44.248,Amazon,PPC_Marketing,1,1
39738,244,442.38,88.476,Amazon,PPC_Marketing,7,10
10951,43,1033.66,206.732,Amazon,Outdoor_Marketing,6,7
6112,13,168.74,33.748,Amazon,Outdoor_Marketing,1,1
4607,6,141.6,28.32,Amazon,Outdoor_Marketing,2,2
77748,95,1820.95,364.19,Amazon,Outdoor_Marketing,15,24
12366,18,399.96,79.992,Amazon,Outdoor_Marketing,3,3
9819,34,184.99,36.998,Amazon,Outdoor_Marketing,1,1
32423,70,1394.3,929.5333333,Amazon,TV_ad,5,6
22761,66,1993.58,398.716,Amazon,PPC_Marketing,14,14
24531,94,1713.13,342.626,Amazon,PPC_Marketing,16,20
7226,12,214.99,42.998,Amazon,PPC_Marketing,1,1
75745,272,907.79,181.558,Amazon,PPC_Marketing,17,24
9737,30,548.73,109.746,Amazon,Outdoor_Marketing,3,3
58281,47,669.89,133.978,Amazon,Outdoor_Marketing,9,9
5708,12,124.99,24.998,Amazon,Outdoor_Marketing,1,1
9223,17,466.33,93.266,Amazon,Outdoor_Marketing,5,5
30377,113,1971.31,1314.206667,Amazon,TV_ad,8,15
29026,77,1676.31,335.262,Amazon,PPC_Marketing,15,15
17321,35,347.48,69.496,Amazon,PPC_Marketing,2,2
24453,69,1029.83,205.966,Amazon,PPC_Marketing,11,14
5730,6,314.99,62.998,Amazon,PPC_Marketing,1,1
2960,7,1374.95,274.99,Amazon,Outdoor_Marketing,3,4
6430,15,69.05,13.81,Amazon,Outdoor_Marketing,1,1
10147,23,689.93,137.986,Amazon,Outdoor_Marketing,4,6
24859,46,537.59,107.518,Amazon,Digital_ad,3,3
54891,166,1433.66,955.7733333,Amazon,TV_ad,6,7
18102,69,2018.46,403.692,Amazon,PPC_Marketing,13,13
15965,63,1287.4,257.48,Amazon,PPC_Marketing,8,8
27746,61,1692.43,338.486,Amazon,PPC_Marketing,5,6
320,2,207.48,41.496,Amazon,PPC_Marketing,2,2
5154,9,26.24,5.248,Amazon,PPC_Marketing,1,1
19875,69,816.19,163.238,Amazon,Outdoor_Marketing,5,5
34932,55,943.68,188.736,Amazon,Outdoor_Marketing,5,6
6378,8,62.48,12.496,Amazon,Outdoor_Marketing,1,2
21263,79,52.48,10.496,Amazon,Outdoor_Marketing,1,2
21467,37,220.66,44.132,Amazon,Digital_ad,2,2
726,3,96.24,19.248,Amazon,Digital_ad,1,1
39329,118,1118.99,745.9933333,Amazon,TV_ad,7,7
6112,5,262.49,52.498,Amazon,Social_Media,1,1
9345,42,273.98,54.796,Amazon,PPC_Marketing,2,2
22797,66,469.95,93.99,Amazon,PPC_Marketing,4,4
56326,181,2144.69,428.938,Amazon,PPC_Marketing,23,25
23231,81,1499.6,299.92,Amazon,Outdoor_Marketing,7,10
30961,52,468.71,93.742,Amazon,Outdoor_Marketing,3,3
13394,62,381.09,76.218,Amazon,Outdoor_Marketing,4,4
9489,22,68.74,13.748,Amazon,Outdoor_Marketing,1,1
26306,52,896.53,179.306,Amazon,Digital_ad,8,8
8827,12,257.43,51.486,Amazon,Digital_ad,2,2
51497,136,2889.86,1926.573333,Amazon,TV_ad,10,11
50396,172,1108.64,221.728,Amazon,PPC_Marketing,14,15
19907,73,1271.33,254.266,Amazon,PPC_Marketing,13,14
38198,73,2423.65,484.73,Amazon,PPC_Marketing,13,13
2925,6,221.24,44.248,Amazon,PPC_Marketing,1,1
32295,75,373.1,74.62,Amazon,Outdoor_Marketing,2,4
9621,14,68.74,13.748,Amazon,Outdoor_Marketing,1,1
4010,19,93.71,18.742,Amazon,Outdoor_Marketing,2,3
38320,33,352.46,70.492,Amazon,Outdoor_Marketing,3,3
6330,25,349.95,69.99,Amazon,Outdoor_Marketing,3,4
9632,17,83.74,16.748,Amazon,Digital_ad,1,1
36617,105,1499.36,299.872,Amazon,PPC_Marketing,17,17
10114,41,903.68,180.736,Amazon,PPC_Marketing,6,6
28384,51,847.43,169.486,Amazon,PPC_Marketing,5,6
24212,98,1341.24,268.248,Amazon,PPC_Marketing,16,17
5076,5,199.98,39.996,Amazon,PPC_Marketing,2,2
72124,120,438.68,87.736,Amazon,Outdoor_Marketing,5,6
22743,26,2603.49,520.698,Amazon,Outdoor_Marketing,10,18
29731,88,1401.51,280.302,Amazon,Outdoor_Marketing,8,8
7343,11,18.11,3.622,Amazon,Outdoor_Marketing,1,1
8240,23,159.98,31.996,Amazon,Outdoor_Marketing,2,2
39884,40,222.48,44.496,Amazon,Digital_ad,1,2
145887,300,3810.85,2540.566667,Amazon,TV_ad,23,23
10863,56,1189.88,237.976,Amazon,PPC_Marketing,10,10
28895,57,829.93,165.986,Amazon,PPC_Marketing,5,6
82641,139,1929.88,385.976,Amazon,Outdoor_Marketing,9,12
37539,71,1600.2,320.04,Amazon,Outdoor_Marketing,10,10
25213,52,1097.43,219.486,Amazon,Outdoor_Marketing,6,6
16288,28,477.46,95.492,Amazon,Outdoor_Marketing,3,3
7014,26,418.69,83.738,Amazon,Outdoor_Marketing,3,5
28479,53,363.65,72.73,Amazon,Digital_ad,3,3
5894,10,318.74,63.748,Amazon,Digital_ad,1,1
30787,120,728.06,145.612,Amazon,PPC_Marketing,9,11
8648,44,758.68,151.736,Amazon,PPC_Marketing,5,6
2865,7,221.24,44.248,Amazon,PPC_Marketing,1,1
10948,20,844.96,168.992,Amazon,PPC_Marketing,3,3
59677,109,404.96,80.992,Amazon,Outdoor_Marketing,2,3
45304,79,654.03,130.806,Amazon,Outdoor_Marketing,4,4
16596,34,249.99,49.998,Amazon,Outdoor_Marketing,1,1
16584,34,123.74,24.748,Amazon,Outdoor_Marketing,1,1
78753,80,209.94,41.988,Amazon,Outdoor_Marketing,5,5
47594,100,1281.1,256.22,Amazon,Digital_ad,11,13
3627,16,146.24,97.49333333,Amazon,TV_ad,1,1
25154,69,789.43,157.886,Amazon,PPC_Marketing,7,8
113438,182,1042.43,208.486,Amazon,PPC_Marketing,15,16
10026,12,314.99,62.998,Amazon,PPC_Marketing,1,1
25850,104,299.9,59.98,Amazon,PPC_Marketing,4,8
14802,30,262.49,52.498,Amazon,Outdoor_Marketing,1,1
45347,68,1261.15,252.23,Amazon,Outdoor_Marketing,5,9
18528,32,784.95,156.99,Amazon,Outdoor_Marketing,4,4
199020,134,769.09,153.818,Amazon,Outdoor_Marketing,11,13
97083,85,974.91,194.982,Amazon,Outdoor_Marketing,6,7
13080,33,248.69,49.738,Amazon,Outdoor_Marketing,2,5
9435,43,1059.95,211.99,Amazon,Outdoor_Marketing,3,4
37138,58,818.68,163.736,Amazon,Digital_ad,5,6
18035,95,1004.79,200.958,Amazon,PPC_Marketing,12,13
9072,25,605.65,121.13,Amazon,PPC_Marketing,4,4
15622,19,314.99,62.998,Amazon,PPC_Marketing,1,1
57781,103,1424.91,284.982,Amazon,Outdoor_Marketing,5,10
113311,121,1051.85,210.37,Amazon,Outdoor_Marketing,2,3
27436,39,317.48,63.496,Amazon,Outdoor_Marketing,2,2
4252,17,418.73,83.746,Amazon,Outdoor_Marketing,2,2
6622,10,492.46,98.492,Amazon,Digital_ad,3,3
23547,53,62.48,41.65333333,Amazon,TV_ad,1,2
3738,4,153.71,30.742,Amazon,PPC_Marketing,3,3
13217,21,353.3,70.66,Amazon,PPC_Marketing,2,2
14993,29,69.05,13.81,Amazon,PPC_Marketing,1,1
19191,19,647.46,129.492,Amazon,PPC_Marketing,3,3
1558,4,171.24,34.248,Amazon,PPC_Marketing,1,1
82449,144,1412.64,282.528,Amazon,Outdoor_Marketing,8,10
7857,25,691.23,138.246,Amazon,Outdoor_Marketing,2,2
11645,38,403.95,80.79,Amazon,Outdoor_Marketing,3,4
96383,86,397.44,79.488,Amazon,Outdoor_Marketing,3,3
55844,134,1173.16,782.1066667,Amazon,TV_ad,6,7
9294,8,455.01,91.002,Amazon,PPC_Marketing,3,3
12296,35,218.74,43.748,Amazon,PPC_Marketing,1,1
9817,19,1497.44,299.488,Amazon,PPC_Marketing,5,5
1309,4,197.49,39.498,Amazon,PPC_Marketing,1,1
274,1,262.49,52.498,Amazon,Outdoor_Marketing,1,1
10397,25,434.98,86.996,Amazon,Outdoor_Marketing,2,2
70485,103,966.11,193.222,Amazon,Outdoor_Marketing,3,7
25503,51,342.48,68.496,Amazon,Outdoor_Marketing,2,2
20211,38,218.58,43.716,Amazon,Outdoor_Marketing,2,2
46925,85,693.71,462.4733333,Amazon,TV_ad,3,3
9833,18,224.46,44.892,Amazon,PPC_Marketing,2,3
12822,10,314.99,62.998,Amazon,PPC_Marketing,1,1
19109,66,864.39,172.878,Amazon,PPC_Marketing,6,7
425,3,171.24,34.248,Amazon,PPC_Marketing,1,1
27724,41,208.74,41.748,Amazon,Outdoor_Marketing,1,1
11063,24,249.99,49.998,Amazon,Outdoor_Marketing,1,1
111235,171,1248.33,249.666,Amazon,Outdoor_Marketing,10,15
3531,8,173.74,34.748,Amazon,Outdoor_Marketing,1,1
22192,43,361.45,72.29,Amazon,Outdoor_Marketing,3,4
4664,23,167.48,33.496,Amazon,Digital_ad,2,2
9724,9,245.35,49.07,Amazon,PPC_Marketing,2,2
15512,56,1197.41,239.482,Amazon,PPC_Marketing,7,7
5888,9,314.99,62.998,Amazon,PPC_Marketing,1,1
58262,115,843.5,168.7,Amazon,Outdoor_Marketing,6,6
4818,13,338.74,67.748,Amazon,Outdoor_Marketing,1,1
8763,22,249.98,49.996,Amazon,Outdoor_Marketing,2,2
4275,15,344.93,68.986,Amazon,Outdoor_Marketing,1,2
13658,40,278.71,55.742,Amazon,Digital_ad,3,3
6652,13,318.74,63.748,Amazon,Digital_ad,1,1
7410,20,168.74,33.748,Amazon,Social_Media,1,1
52478,131,1776.45,355.29,Amazon,PPC_Marketing,20,22
42639,79,1142.41,228.482,Amazon,PPC_Marketing,6,7
8394,20,1053.7,210.74,Amazon,PPC_Marketing,4,4
17207,58,81.24,16.248,Amazon,PPC_Marketing,1,1
10033,15,314.99,62.998,Amazon,PPC_Marketing,1,1
39576,90,3011.19,602.238,Amazon,PPC_Marketing,17,20
4432,13,166.24,33.248,Amazon,Outdoor_Marketing,1,1
35144,101,708.55,141.71,Amazon,Outdoor_Marketing,6,6
11113,35,1647.29,329.458,Amazon,Outdoor_Marketing,8,8
89430,141,469.69,93.938,Amazon,Outdoor_Marketing,3,3
18766,64,283.16,56.632,Amazon,Outdoor_Marketing,3,3
32170,93,1880.55,376.11,Amazon,Outdoor_Marketing,7,8
24846,71,562.45,112.49,Amazon,Outdoor_Marketing,4,4
6251,22,728.65,145.73,Amazon,Digital_ad,8,8
84098,242,1915.49,383.098,Amazon,PPC_Marketing,29,29
24877,52,551.19,110.238,Amazon,PPC_Marketing,5,5
25831,77,1904.63,380.926,Amazon,PPC_Marketing,9,10
38164,78,1032.41,206.482,Amazon,PPC_Marketing,7,7
33130,96,741.18,148.236,Amazon,Outdoor_Marketing,6,6
20154,59,1063.61,212.722,Amazon,Outdoor_Marketing,7,11
12647,29,392.48,78.496,Amazon,Outdoor_Marketing,2,2
23269,48,174.99,34.998,Amazon,Outdoor_Marketing,1,1
44496,140,104.99,20.998,Amazon,Outdoor_Marketing,1,1
69043,122,778.65,155.73,Amazon,Outdoor_Marketing,4,8
7042,33,375.78,75.156,Amazon,Digital_ad,3,3
3712,5,67.49,13.498,Amazon,Social_Media,1,1
67209,118,804.4,160.88,Amazon,PPC_Marketing,7,8
3781,4,266.86,53.372,Amazon,PPC_Marketing,1,1
38526,82,773.68,154.736,Amazon,Outdoor_Marketing,3,4
18365,34,162.48,32.496,Amazon,Outdoor_Marketing,1,2
5679,23,743.69,148.738,Amazon,Outdoor_Marketing,5,5
122084,211,871.91,174.382,Amazon,Outdoor_Marketing,7,7
21743,46,386.24,77.248,Amazon,Outdoor_Marketing,1,1
95244,195,1147.35,229.47,Amazon,Outdoor_Marketing,5,12
5545,22,296.21,59.242,Amazon,Digital_ad,3,3
9707,30,120.8,24.16,Amazon,Social_Media,2,2
93462,215,1116.43,223.286,Amazon,PPC_Marketing,12,13
16519,49,551.19,110.238,Amazon,PPC_Marketing,5,5
9367,8,171.24,34.248,Amazon,PPC_Marketing,1,1
42979,85,372.45,74.49,Amazon,PPC_Marketing,4,4
16492,76,464.93,92.986,Amazon,Outdoor_Marketing,5,6
22152,60,684.79,136.958,Amazon,Outdoor_Marketing,6,7
51181,126,741.18,148.236,Amazon,Outdoor_Marketing,6,6
10220,46,142.49,28.498,Amazon,Outdoor_Marketing,1,1
85471,143,1324.66,264.932,Amazon,Outdoor_Marketing,8,8
74458,169,343.7,68.74,Amazon,Outdoor_Marketing,3,4
45652,68,273.95,54.79,Amazon,Outdoor_Marketing,4,4
12467,36,601.2,120.24,Amazon,Digital_ad,4,4
2564,7,156.24,31.248,Amazon,Digital_ad,1,1
42995,87,1319.21,263.842,Amazon,PPC_Marketing,11,15
75844,163,2072.35,414.47,Amazon,PPC_Marketing,20,24
15170,70,960.91,192.182,Amazon,PPC_Marketing,6,7
34208,68,519.95,103.99,Amazon,PPC_Marketing,4,4
26685,124,1327.43,265.486,Amazon,Outdoor_Marketing,6,6
17260,43,306.23,61.246,Amazon,Outdoor_Marketing,2,2
56974,108,316.21,63.242,Amazon,Outdoor_Marketing,3,3
9889,31,642.46,128.492,Amazon,Outdoor_Marketing,3,3
230142,363,2762.45,552.49,Amazon,Outdoor_Marketing,14,18
19735,38,389.95,77.99,Amazon,Digital_ad,4,4
11307,18,149.98,29.996,Amazon,Social_Media,1,2
8670,26,385.58,77.116,Amazon,PPC_Marketing,4,4
70848,206,3601.4,720.28,Amazon,PPC_Marketing,36,38
17457,37,761.2,152.24,Amazon,PPC_Marketing,4,4
8313,22,940.04,188.008,Amazon,PPC_Marketing,6,7
17271,62,1677.43,335.486,Amazon,Outdoor_Marketing,7,10
15500,44,207.49,41.498,Amazon,Outdoor_Marketing,1,1
7242,15,142.49,28.498,Amazon,Outdoor_Marketing,1,1
179927,202,579.95,115.99,Amazon,Outdoor_Marketing,3,4
57609,95,284.96,56.992,Amazon,Outdoor_Marketing,3,3
86152,282,627.48,125.496,Amazon,Outdoor_Marketing,2,2
14353,46,333.71,66.742,Amazon,Digital_ad,3,3
39935,82,1162.34,232.468,Amazon,Digital_ad,13,13
15361,22,602.46,120.492,Amazon,Digital_ad,3,3
11710,101,262.49,52.498,Amazon,Social_Media,1,1
66616,224,2172.34,434.468,Amazon,PPC_Marketing,29,31
109086,357,4652.63,930.526,Amazon,PPC_Marketing,47,50
8440,12,577.48,115.496,Amazon,PPC_Marketing,2,2
7455,18,1099.88,219.976,Amazon,PPC_Marketing,7,8
22688,127,1909.86,381.972,Amazon,Outdoor_Marketing,11,11
17928,48,447.85,89.57,Amazon,Outdoor_Marketing,4,4
5020,14,142.49,28.498,Amazon,Outdoor_Marketing,1,1
39161,142,526.2,105.24,Amazon,Outdoor_Marketing,4,4
15196,40,784.95,156.99,Amazon,Outdoor_Marketing,4,4
25814,55,1867.35,373.47,Amazon,Outdoor_Marketing,7,12
60528,230,368.58,73.716,Amazon,Outdoor_Marketing,2,2
21699,102,1438.53,287.706,Amazon,Digital_ad,14,14
21365,41,334.95,66.99,Amazon,Digital_ad,4,4
14100,21,269.99,53.998,Amazon,Digital_ad,1,1
17064,71,923.69,184.738,Amazon,PPC_Marketing,12,14
72077,163,2278.23,455.646,Amazon,PPC_Marketing,21,22
6840,11,309.38,61.876,Amazon,PPC_Marketing,1,1
10630,14,436.23,87.246,Amazon,PPC_Marketing,2,2
4378,10,558.7,111.74,Amazon,PPC_Marketing,4,4
33614,94,962.3,192.46,Amazon,Outdoor_Marketing,6,6
22551,43,543.71,108.742,Amazon,Outdoor_Marketing,3,3
8410,23,284.98,56.996,Amazon,Outdoor_Marketing,2,2
21744,78,408.73,81.746,Amazon,Outdoor_Marketing,2,2
3448,32,392.48,78.496,Amazon,Outdoor_Marketing,2,2
115731,390,1022.43,204.486,Amazon,Outdoor_Marketing,6,6
19035,84,1211.14,242.228,Amazon,Digital_ad,9,9
39149,40,276.21,55.242,Amazon,Digital_ad,3,3
12616,23,269.99,53.998,Amazon,Digital_ad,1,1
4232,14,776.19,155.238,Amazon,Social_Media,5,5
43211,216,2207.86,441.572,Amazon,PPC_Marketing,26,31
16223,11,462.3,92.46,Amazon,PPC_Marketing,3,3
2834,13,420.98,84.196,Amazon,PPC_Marketing,2,2
29297,95,1629.91,325.982,Amazon,Outdoor_Marketing,7,7
14203,42,249.98,49.996,Amazon,Outdoor_Marketing,2,2
24826,100,1907.65,381.53,Amazon,Outdoor_Marketing,11,14
13625,35,706.85,141.37,Amazon,Outdoor_Marketing,4,5
115686,200,1459.66,291.932,Amazon,Outdoor_Marketing,9,15
83498,254,439.98,87.996,Amazon,Outdoor_Marketing,2,2
15954,77,1412.34,282.468,Amazon,Digital_ad,12,13
39051,43,938.61,187.722,Amazon,Digital_ad,9,11
13874,18,269.99,53.998,Amazon,Digital_ad,1,1
35517,124,1203.35,240.67,Amazon,PPC_Marketing,12,12
4575,2,257.49,51.498,Amazon,PPC_Marketing,1,1
5483,22,162.49,32.498,Amazon,PPC_Marketing,1,1
40191,221,1458.66,291.732,Amazon,Outdoor_Marketing,7,7
13102,36,1307.35,261.47,Amazon,Outdoor_Marketing,6,12
30740,103,34.99,6.998,Amazon,Outdoor_Marketing,1,1
23645,54,634.15,126.83,Amazon,Outdoor_Marketing,3,3
11461,31,237.49,47.498,Amazon,Outdoor_Marketing,1,1
166430,262,1328.25,265.65,Amazon,Outdoor_Marketing,9,10
18776,108,952.4,190.48,Amazon,Digital_ad,8,8
12224,66,659.9,131.98,Amazon,Digital_ad,8,8
59837,156,1034.58,206.916,Amazon,PPC_Marketing,13,14
22641,21,2253.06,450.612,Amazon,PPC_Marketing,5,8
19050,28,276.09,55.218,Amazon,PPC_Marketing,3,3
3948,6,106.24,21.248,Amazon,PPC_Marketing,1,1
38664,112,1384.7,276.94,Amazon,PPC_Marketing,8,9
7066,34,338.74,67.748,Amazon,Outdoor_Marketing,1,1
12648,37,836.18,167.236,Amazon,Outdoor_Marketing,5,6
23667,95,262.49,52.498,Amazon,Outdoor_Marketing,1,1
23185,54,399.98,79.996,Amazon,Outdoor_Marketing,2,2
17862,27,117.49,23.498,Amazon,Outdoor_Marketing,1,1
67951,134,334.06,66.812,Amazon,Outdoor_Marketing,4,5
19004,85,573.69,114.738,Amazon,Digital_ad,5,5
7484,50,196.78,39.356,Amazon,Digital_ad,3,4
5880,10,247.49,49.498,Amazon,Digital_ad,1,1
13299,6,339.98,67.996,Amazon,PPC_Marketing,2,2
32895,33,646.43,129.286,Amazon,PPC_Marketing,3,3
25107,78,729.96,145.992,Amazon,PPC_Marketing,7,7
4997,15,617.48,123.496,Amazon,PPC_Marketing,2,2
5571,12,298.73,59.746,Amazon,PPC_Marketing,2,2
55490,96,1138.66,227.732,Amazon,PPC_Marketing,7,7
6574,27,662.41,132.482,Amazon,Outdoor_Marketing,7,7
25203,48,142.49,28.498,Amazon,Outdoor_Marketing,1,1
15959,56,458.86,91.772,Amazon,Outdoor_Marketing,2,2
26764,72,1653.64,330.728,Amazon,Outdoor_Marketing,9,9
22466,45,1401.18,280.236,Amazon,Outdoor_Marketing,6,6
168546,382,1897.26,379.452,Amazon,Outdoor_Marketing,13,19
20167,79,959.89,191.978,Amazon,Digital_ad,9,9
12364,19,111.24,22.248,Amazon,Digital_ad,1,1
48292,57,243.18,48.636,Amazon,PPC_Marketing,2,2
22636,68,848.66,169.732,Amazon,PPC_Marketing,7,7
2946,12,866.21,173.242,Amazon,PPC_Marketing,3,3
3681,11,127.49,25.498,Amazon,PPC_Marketing,1,1
77695,114,962.79,192.558,Amazon,PPC_Marketing,7,7
10353,49,117.49,23.498,Amazon,Outdoor_Marketing,1,1
41900,142,1950.94,390.188,Amazon,Outdoor_Marketing,14,15
21758,75,551.2,110.24,Amazon,Outdoor_Marketing,4,4
22597,45,382.48,76.496,Amazon,Outdoor_Marketing,2,2
104711,206,1674.6,334.92,Amazon,Outdoor_Marketing,9,12
10540,69,1362.34,272.468,Amazon,Digital_ad,10,13
12295,59,736.14,147.228,Amazon,Digital_ad,8,9
4706,22,64.99,12.998,Amazon,PPC_Marketing,1,1
32694,25,309.38,61.876,Amazon,PPC_Marketing,1,1
27641,68,393.56,78.712,Amazon,PPC_Marketing,5,5
4145,14,162.49,32.498,Amazon,PPC_Marketing,1,1
32710,61,615.31,123.062,Amazon,PPC_Marketing,5,5
8713,35,374.96,74.992,Amazon,Outdoor_Marketing,3,3
66344,199,3814.49,762.898,Amazon,Outdoor_Marketing,19,31
35244,65,318.73,63.746,Amazon,Outdoor_Marketing,2,2
20910,29,237.49,47.498,Amazon,Outdoor_Marketing,1,1
268263,557,1121.05,224.21,Amazon,Outdoor_Marketing,13,16
14985,62,709.91,141.982,Amazon,Digital_ad,7,7
3986,30,648.66,129.732,Amazon,Digital_ad,7,7
8521,23,247.49,49.498,Amazon,PPC_Marketing,1,1
28377,28,137.48,27.496,Amazon,PPC_Marketing,2,2
1335,7,223.73,44.746,Amazon,PPC_Marketing,2,2
4010,12,469.96,93.992,Amazon,PPC_Marketing,3,3
49026,84,720.68,144.136,Amazon,PPC_Marketing,5,6
21598,102,669.85,133.97,Amazon,Outdoor_Marketing,4,4
28740,63,931.16,186.232,Amazon,Outdoor_Marketing,6,7
66977,163,1204.9,240.98,Amazon,Outdoor_Marketing,6,8
11545,36,283.73,56.746,Amazon,Outdoor_Marketing,2,2
4040,7,237.49,47.498,Amazon,Outdoor_Marketing,1,1
14008,55,434.95,86.99,Amazon,Digital_ad,4,4
10427,42,502.43,100.486,Amazon,Digital_ad,6,6
24349,19,132.48,26.496,Amazon,Digital_ad,2,2
26814,153,914.83,182.966,Amazon,PPC_Marketing,12,14
23483,63,609.5,121.9,Amazon,PPC_Marketing,6,6
6836,14,247.49,49.498,Amazon,PPC_Marketing,1,1
40614,84,1454.5,290.9,Amazon,PPC_Marketing,9,9
29723,72,701.19,140.238,Amazon,Outdoor_Marketing,5,5
15424,46,1542.41,308.482,Amazon,Outdoor_Marketing,7,7
56822,109,1152.54,230.508,Amazon,Outdoor_Marketing,7,8
27136,67,499.98,99.996,Amazon,Outdoor_Marketing,2,2
7778,23,443.71,88.742,Amazon,Outdoor_Marketing,3,3
19500,56,141.23,28.246,Amazon,Outdoor_Marketing,2,2
15781,79,444.95,88.99,Amazon,Digital_ad,4,4
40531,39,177.48,35.496,Amazon,Digital_ad,2,2
17852,55,198.71,39.742,Amazon,PPC_Marketing,3,3
7245,23,554.98,110.996,Amazon,PPC_Marketing,2,2
17628,37,266.21,53.242,Amazon,PPC_Marketing,3,3
4245,9,242.48,48.496,Amazon,PPC_Marketing,2,2
58015,127,1301.16,260.232,Amazon,PPC_Marketing,6,7
24473,71,443.69,88.738,Amazon,Outdoor_Marketing,4,5
56857,135,662.41,132.482,Amazon,Outdoor_Marketing,2,7
28363,71,499.98,99.996,Amazon,Outdoor_Marketing,2,2
14666,31,760.34,152.068,Amazon,Outdoor_Marketing,4,5
20804,37,32.49,6.498,Amazon,Outdoor_Marketing,1,1
15086,59,1119.89,223.978,Amazon,Digital_ad,9,9
22723,16,162.48,32.496,Amazon,Digital_ad,2,2
21156,47,106.24,21.248,Amazon,PPC_Marketing,1,1
4717,8,333.74,66.748,Amazon,PPC_Marketing,1,1
11293,15,309.38,61.876,Amazon,PPC_Marketing,1,1
29468,83,868.89,173.778,Amazon,PPC_Marketing,9,9
3977,15,671.83,134.366,Amazon,PPC_Marketing,3,3
44561,152,616.2,123.24,Amazon,Outdoor_Marketing,3,4
27569,93,511.21,102.242,Amazon,Outdoor_Marketing,3,3
50921,106,781.99,156.398,Amazon,Outdoor_Marketing,6,7
4736,20,161.74,32.348,Amazon,Outdoor_Marketing,1,1
23715,72,274.23,54.846,Amazon,Outdoor_Marketing,2,2
13629,18,772.94,154.588,Amazon,Outdoor_Marketing,5,5
14521,61,866.15,173.23,Amazon,Digital_ad,8,8
30003,42,930.93,186.186,Amazon,PPC_Marketing,6,6
2865,9,546.86,109.372,Amazon,PPC_Marketing,2,2
8607,12,618.75,123.75,Amazon,PPC_Marketing,2,2
24376,51,488.7,97.74,Amazon,PPC_Marketing,4,4
29301,89,787.13,157.426,Amazon,Outdoor_Marketing,5,5
41887,131,1288.63,257.726,Amazon,Outdoor_Marketing,9,10
38538,85,1549.6,309.92,Amazon,Outdoor_Marketing,6,10
13194,87,1693.66,338.732,Amazon,Outdoor_Marketing,6,7
54015,115,499.98,99.996,Amazon,Outdoor_Marketing,2,2
9330,19,137.48,27.496,Amazon,Outdoor_Marketing,2,2
41751,48,574.51,114.902,Amazon,Digital_ad,5,5
25413,28,179.96,35.992,Amazon,Digital_ad,3,3
7093,22,151.1,30.22,Amazon,PPC_Marketing,2,2
13654,30,603.69,120.738,Amazon,PPC_Marketing,5,5
6807,17,344.96,68.992,Amazon,PPC_Marketing,3,3
10889,22,309.38,61.876,Amazon,PPC_Marketing,1,1
27137,65,1137.4,227.48,Amazon,PPC_Marketing,8,8
6602,18,830.68,166.136,Amazon,PPC_Marketing,5,6
56435,144,1968.08,393.616,Amazon,Outdoor_Marketing,10,12
38694,137,1702.36,340.472,Amazon,Outdoor_Marketing,7,10
29667,113,1762.34,352.468,Amazon,Outdoor_Marketing,9,13
31243,136,909.15,181.83,Amazon,Outdoor_Marketing,6,8
38752,115,434.59,86.918,Amazon,Outdoor_Marketing,3,3
4115,7,81.24,16.248,Amazon,Outdoor_Marketing,1,1
11660,23,236.23,47.246,Amazon,Outdoor_Marketing,2,2
34642,123,1517.44,303.488,Amazon,Digital_ad,13,13
5431,17,101.24,20.248,Amazon,Digital_ad,1,1
29532,32,66.24,13.248,Amazon,Digital_ad,1,1
3736,9,198.73,39.746,Amazon,Social_Media,2,2
6675,20,117.49,23.498,Amazon,PPC_Marketing,1,1
9319,15,924.35,184.87,Amazon,PPC_Marketing,3,3
26449,46,121.24,24.248,Amazon,PPC_Marketing,1,1
6568,7,562.45,112.49,Amazon,PPC_Marketing,2,4
35216,93,1992.24,398.448,Amazon,Outdoor_Marketing,9,19
39041,92,837.43,167.486,Amazon,Outdoor_Marketing,5,6
41792,87,834.95,166.99,Amazon,Outdoor_Marketing,4,4
11929,29,843.68,168.736,Amazon,Outdoor_Marketing,4,6
40358,71,667.43,133.486,Amazon,Digital_ad,6,6
3654,17,517.43,103.486,Amazon,Digital_ad,4,6
20255,26,132.48,26.496,Amazon,Digital_ad,2,2
